UID,Name,Nat,Club,2nd Nat,Division,Best Pos,Age,Transfer Value,xG/90,xG-OP,FA,Off,xG/shot,Cr C/90,Conv %,NP0xG/90,Gls/90,xA/90,Ch C/90,K Ps/90,Pres A/90,Dist/90,Cr C/A,Drb/90,Sprints/90,Blk/90,Int/90,K Hdrs/90,K Tck/90,Poss Won/90,Poss Lost/90,Tck/90,Tck R,Hdr %,xSv %,Pens Saved Ratio,Pas %,Sv %,Cln/90,Pr passes/90,Gl Mst,xGP/90,All/90,Inf,Rec
75054809,Gonzalo Tapia,CHI,Univ. Católica,,Chilean First Division,AM (R),25,$2.4M - $4.9M,0.28,-2.09,18.00,9.00,0.11,0.83,0.05,0.28,0.14,0.22,0.35,1.18,13.15,7.6mi,0.29,2.57,15.30,0.35,1.46,0.00,0.07,4.94,17.81,1.95,0.85,0.42,0.00,0.00,0.83,0.00,0.00,2.30,0.00,0.00,0.00,,0 0 0
28122833,Luis Binks,SCO,Hibernian,ENG,cinch Premiership,D (C),25,$2.3M - $4.5M,0.07,-2.31,3.00,0.00,0.17,0.03,0.00,0.07,0.00,0.06,0.06,0.28,3.21,7.2mi,0.50,0.12,5.80,0.44,1.90,1.12,0.25,16.09,3.40,1.40,0.83,0.74,0.00,0.00,0.92,0.00,0.00,4.12,0.00,0.00,0.00,nEU,0 0 0
2000105198,Steve N'Goura,FRA,Havre AC,,French National 3 - Group E,ST (C),22,$2.2M - $12M,0.35,4.75,80.00,24.00,0.10,0.00,0.15,0.35,0.51,0.08,0.27,0.44,6.66,7.1mi,0.00,1.60,6.97,0.14,1.22,0.07,0.00,1.97,16.12,0.99,0.73,0.31,0.00,0.00,0.86,0.00,0.00,0.48,0.00,0.00,0.00,,0 0 0
62235081,Svit Sešlar,SVN,Eyüpspor,,Turkish Super League,AM (C),25,$2M - $4.1M,0.19,1.81,39.00,2.00,0.10,0.00,0.13,0.19,0.25,0.23,0.43,2.23,10.70,8.0mi,0.00,1.29,11.60,0.25,2.12,0.00,0.04,13.21,10.30,2.37,0.90,0.48,0.00,0.00,0.85,0.00,0.00,4.34,0.00,0.00,0.00,Wnt,0 0 0
43611977,Rachid Kouda,ITA,FC Twente,BFA,Eredivisie,M (C),24,$2M - $4.1M,0.16,-1.54,14.00,2.00,0.11,0.19,0.04,0.16,0.06,0.07,0.25,1.33,10.94,7.6mi,0.18,0.89,11.64,0.38,1.71,0.13,0.00,8.48,13.66,2.21,0.76,0.56,0.00,0.00,0.88,0.00,0.00,2.72,0.00,0.00,0.00,,0 0 0
49048369,Sékou Mara,FRA,Schalke 04,SEN,Bundesliga,ST (C),24,$2M - $4M,0.29,-0.22,31.00,4.00,0.10,0.07,0.10,0.29,0.27,0.07,0.27,0.95,7.32,7.1mi,0.10,1.22,7.93,0.14,0.88,0.07,0.00,1.22,22.64,1.49,0.76,0.33,0.00,0.00,0.88,0.00,0.00,1.22,0.00,0.00,0.00,,0 0 0
2000171001,Tarek Buchmann,GER,HSV,TOG,Bundesliga,D (C),22,$1.9M - $3.9M,0.02,-0.34,4.00,2.00,0.07,0.00,0.00,0.02,0.00,0.05,0.00,0.17,3.42,6.5mi,0.00,0.12,4.23,0.35,0.99,1.10,0.17,11.95,3.83,1.16,0.67,0.75,0.00,0.00,0.91,0.00,0.00,4.35,0.00,0.00,0.00,,0 0 0
29242653,George Thomason,ENG,Bolton,,Sky Bet League One,M (C),26,$1.8M - $3.6M,0.05,-1.29,35.00,4.00,0.08,0.00,0.03,0.05,0.02,0.09,0.18,0.97,10.03,8.0mi,0.00,0.43,11.92,0.36,1.19,0.02,0.11,13.70,5.76,1.89,0.74,0.42,0.00,0.00,0.87,0.00,0.00,4.00,0.00,0.00,0.00,Wnt,0 0 0
88031637,Finn Surman,NZL,Wellington Phoenix,WAL,Isuzu UTE A-League,D (C),23,$1.7M - $3.4M,0.03,1.34,5.00,0.00,0.09,0.00,0.29,0.03,0.08,0.04,0.08,0.25,2.95,6.7mi,0.00,0.37,4.91,0.29,1.75,0.92,0.21,17.98,3.00,1.33,0.86,0.68,0.00,0.00,0.88,0.00,0.00,3.79,0.00,0.00,0.00,,0 0 0
95080710,Depú,ANG,Gil Vicente,,Portuguese Premier League,ST (C),27,$1.7M,0.18,1.94,61.00,15.00,0.12,0.00,0.17,0.18,0.26,0.10,0.13,0.57,6.72,7.3mi,0.00,1.31,6.55,0.26,1.09,0.04,0.00,1.83,21.56,0.83,0.73,0.33,0.00,0.00,0.86,0.00,0.00,0.65,0.00,0.00,0.00,Wnt,0 0 0
2000086449,Kauan Kelvin,BRA,Moreirense,,Portuguese Second League,ST (C),22,$1.6M - $3.2M,0.50,-1.60,58.00,13.00,0.14,0.00,0.12,0.46,0.42,0.06,0.09,1.03,7.10,7.2mi,0.00,1.59,6.07,0.05,1.21,0.05,0.14,1.82,18.54,1.59,0.85,0.11,0.00,0.00,0.86,0.00,0.00,0.98,0.00,0.00,0.00,,0 0 0
59123271,Giorgi Chakvetadze,GEO,Watford,,Sky Bet Championship,AM (C),27,$1.6M,0.22,4.50,32.00,4.00,0.15,0.88,0.30,0.18,0.44,0.17,0.49,1.52,15.50,8.8mi,0.19,2.65,14.42,0.34,2.99,0.00,0.15,8.88,13.44,2.35,0.80,0.30,0.00,0.00,0.84,0.00,0.00,3.04,1.00,0.00,0.00,Lst,0 0 0
2000051112,Oliver Johansen Braude,NOR,PSV,,Eredivisie,M (C),23,$1.5M - $11.5M,0.04,0.12,12.00,1.00,0.07,0.05,0.08,0.04,0.05,0.13,0.20,0.65,9.92,8.0mi,0.05,1.20,11.33,0.40,1.60,0.10,0.10,11.78,9.12,1.80,0.77,0.53,0.00,0.00,0.89,0.00,0.00,5.86,0.00,0.00,0.00,Wnt,0 0 0
2001040995,Laurin Ulrich,GER,Heidenheim,,Bundesliga,AM (L),22,$1.5M - $6.2M,0.18,1.45,28.00,14.00,0.11,0.16,0.14,0.18,0.22,0.12,0.32,1.14,9.97,8.4mi,0.20,1.68,12.12,0.22,1.27,0.00,0.06,10.03,16.61,1.87,0.86,0.26,0.00,0.00,0.87,0.00,0.00,2.28,0.00,0.00,0.00,Inj,0 0 0
2000243253,Eren Ayd?n,TUR,Rizespor,,Turkish Super League,M (C),22,$1.5M - $3.1M,0.02,-0.37,19.00,0.00,0.05,0.00,0.00,0.02,0.00,0.23,0.42,1.49,9.56,7.9mi,0.00,0.42,11.59,0.36,1.85,0.30,0.06,14.27,5.97,2.69,0.80,0.65,0.00,0.00,0.91,0.00,0.00,4.54,0.00,0.00,0.00,,0 0 0
14252214,Zaid Romero,ARG,Estudiantes (LP),,Argentine Premier Division,D (C),27,$1.4M - $11.5M,0.01,-0.13,4.00,0.00,0.04,0.00,0.00,0.01,0.00,0.12,0.00,0.33,2.60,7.1mi,0.00,0.00,5.45,1.14,2.28,0.65,0.08,18.07,3.42,0.81,0.83,0.78,0.00,0.00,0.92,0.00,0.00,4.96,0.00,0.00,0.00,Wnt,0 0 0
2000120876,Admir Bristri?,BIH,N.E.C. Nijmegen,,Eredivisie,ST (C),24,$1.4M - $11.5M,0.34,-0.97,63.00,19.00,0.14,0.22,0.12,0.34,0.30,0.09,0.17,0.60,6.90,7.3mi,0.23,1.12,6.77,0.17,1.12,0.04,0.00,1.64,18.25,1.29,0.86,0.28,0.00,0.00,0.87,0.00,0.00,0.52,0.00,0.00,0.00,,0 0 0
49053847,Lilian Raolisoa,FRA,STVV,MAD,Jupiler Pro League,D (R),26,$1.4M - $6M,0.03,0.30,23.00,1.00,0.06,0.48,0.09,0.03,0.04,0.10,0.15,1.18,8.74,7.9mi,0.17,0.85,15.44,0.89,2.26,0.19,0.26,12.99,15.48,3.11,0.84,0.48,0.00,0.00,0.90,0.00,0.00,6.26,0.00,0.00,0.00,,0 0 0
78088243,Alan Rodríguez,URU,Argentinos Jrs.,,Argentine Premier Division,M (C),27,$1.4M - $6M,0.03,-0.38,12.00,0.00,0.10,0.62,0.00,0.03,0.00,0.20,0.77,1.15,9.77,8.1mi,0.50,1.08,11.54,0.38,2.00,0.00,0.15,12.38,6.77,2.23,0.88,0.48,0.00,0.00,0.89,0.00,0.00,4.46,0.00,0.00,0.00,Wnt,0 0 0
2000081496,Jack Hinchy,ENG,Reading,,Sky Bet League One,M (C),24,$1.3M - $11.5M,0.08,-1.07,7.00,1.00,0.15,0.16,0.00,0.08,0.00,0.32,0.23,1.48,10.96,7.4mi,0.15,0.47,10.34,0.31,1.40,0.08,0.16,12.05,7.54,2.25,0.71,0.42,0.00,0.00,0.90,0.00,0.00,4.97,0.00,0.00,0.00,,0 0 0
14226978,Hernán López Muñoz,ARG,Godoy Cruz,,Argentine Premier Division,AM (C),26,$1.3M - $11.5M,0.32,-3.30,14.00,1.00,0.14,0.66,0.03,0.32,0.07,0.13,0.37,1.77,9.59,8.2mi,0.05,1.70,12.10,0.07,1.25,0.07,0.00,13.50,16.75,1.62,0.71,0.11,0.00,0.00,0.85,0.00,0.00,2.07,0.00,0.00,0.00,,0 0 0
91187678,Benedict Hollerbach,GER,Hansa Rostock,,Bundesliga 2,ST (C),25,$1.3M - $11.5M,0.35,2.66,64.00,12.00,0.12,0.14,0.16,0.35,0.47,0.07,0.14,0.52,7.09,7.1mi,0.25,1.37,7.18,0.19,1.18,0.19,0.00,2.46,15.50,1.37,0.85,0.29,0.00,0.00,0.85,0.00,0.00,0.66,0.00,0.00,0.00,,0 0 0
52096632,Luke McNally,IRL,Rangers,,cinch Premiership,D (C),27,$1.3M - $10.5M,0.08,-0.16,5.00,0.00,0.10,0.07,0.08,0.08,0.07,0.09,0.00,0.27,2.93,6.9mi,1.00,0.00,4.53,0.40,1.87,1.13,0.27,14.87,3.13,1.13,0.74,0.70,0.00,0.00,0.91,0.00,0.00,4.00,0.00,0.00,0.00,,0 0 0
78102041,Guzmán Rodríguez,URU,Peñarol,ITA,Uruguayan First Division,D (C),27,$1.3M - $2.6M,0.07,0.20,4.00,0.00,0.08,0.08,0.10,0.07,0.08,0.07,0.25,0.34,2.69,7.4mi,0.25,0.25,5.88,0.59,1.76,0.59,0.42,17.71,2.85,1.01,1.00,0.74,0.00,0.00,0.93,0.00,0.00,4.45,0.00,0.00,0.00,Wnt,0 0 0
2000069208,Umut Tohumcu,GER,TSG Hoffenheim,TUR,Bundesliga,M (C),22,$1.2M - $10M,0.13,-0.83,9.00,0.00,0.23,0.49,0.13,0.07,0.07,0.10,0.14,1.69,8.71,7.7mi,0.40,0.49,9.98,0.21,1.19,0.35,0.14,10.82,8.36,1.97,0.74,0.37,0.00,0.00,0.88,0.00,0.00,5.13,0.00,0.00,0.00,,0 0 0
29179966,Isaac Olaofe,ENG,Stockport,NGA,Sky Bet League One,ST (C),27,$1.2M - $9.6M,0.46,-3.33,87.00,27.00,0.13,0.05,0.10,0.46,0.37,0.07,0.13,0.53,7.70,7.1mi,0.12,1.54,7.03,0.19,0.91,0.11,0.00,1.81,23.01,1.07,0.74,0.30,0.00,0.00,0.87,0.00,0.00,0.61,0.00,0.00,0.00,,0 0 0
43474384,Lukáš Vorlický,CZE,Ipswich,,English Premier Division,AM (L),25,$1.2M - $9.4M,0.16,-1.70,26.00,15.00,0.14,0.00,0.05,0.16,0.06,0.05,0.06,0.48,17.80,8.7mi,0.00,2.04,17.98,0.42,2.71,0.12,0.06,8.60,14.67,3.73,0.85,0.37,0.00,0.00,0.81,0.00,0.00,2.22,1.00,0.00,0.00,,0 0 0
2000109240,Dean Huijsen,NED,Juventus,ESP,Italian Serie C/A,D (C),22,$1.2M - $7.6M,0.12,-1.41,5.00,1.00,0.12,0.00,0.00,0.12,0.00,0.04,0.17,0.00,3.75,7.2mi,0.00,0.25,4.83,0.08,1.08,1.92,0.08,22.17,2.75,1.50,0.75,0.75,0.00,0.00,0.90,0.00,0.00,4.75,0.00,0.00,0.00,Wnt,0 0 0
2000020549,Thauan Lara,BRA,INT,,Brazilian National First Division,D (L),23,$1.2M - $2.6M,0.05,-0.83,11.00,0.00,0.12,0.41,0.00,0.05,0.00,0.12,0.06,1.76,8.59,7.3mi,0.11,0.82,13.82,0.41,2.35,0.53,0.12,12.41,9.12,2.47,0.82,0.55,0.00,0.00,0.89,0.00,0.00,5.94,0.00,0.00,0.00,,0 0 0
12088769,Ismahila Ouédraogo,BFA,BVT,,Portuguese Premier League,DM,27,$1.2M - $2.6M,0.03,0.06,22.00,0.00,0.09,0.00,0.10,0.03,0.03,0.18,0.57,0.71,10.04,8.2mi,0.00,0.57,11.97,0.40,1.82,0.07,0.13,10.65,7.18,2.46,0.79,0.36,0.00,0.00,0.89,0.00,0.00,4.45,0.00,0.00,0.00,,0 0 0
22073681,Filip Krastev,BUL,Lommel SK,,Jupiler Pro League,M (C),25,$1.2M - $2.5M,0.08,-1.09,22.00,2.00,0.09,1.33,0.04,0.08,0.04,0.15,0.25,2.31,10.10,7.7mi,0.25,1.30,10.53,0.47,1.73,0.04,0.14,13.12,12.66,1.91,0.80,0.30,0.00,0.00,0.88,0.00,0.00,2.96,0.00,0.00,0.00,Inj,0 0 0
86066857,Anthony Valencia,ECU,Heracles Almelo,,Eredivisie,AM (R),23,$1.2M - $2.5M,0.17,6.90,30.00,7.00,0.07,0.00,0.28,0.17,0.74,0.19,0.25,0.50,6.78,6.8mi,0.00,1.24,5.13,0.17,0.91,0.00,0.00,1.90,16.21,1.24,0.79,0.15,0.00,0.00,0.85,0.00,0.00,0.83,0.00,0.00,0.00,,0 0 0
93140656,Casper Widell,SWE,Excelsior,,Eredivisie,D (C),23,$1.1M - $11M,0.05,-0.46,9.00,0.00,0.09,0.00,0.06,0.05,0.04,0.05,0.00,0.39,3.01,7.2mi,0.00,0.14,5.13,0.47,1.36,0.83,0.47,16.07,2.94,1.08,0.79,0.68,0.00,0.00,0.91,0.00,0.00,4.16,0.00,0.00,0.00,,0 0 0
28124574,Xavier Simons,ENG,Derby,,Sky Bet Championship,DM,24,$1.1M - $10.5M,0.02,-0.46,14.00,1.00,0.06,0.24,0.00,0.02,0.00,0.07,0.16,1.42,10.14,7.8mi,0.28,0.69,9.73,0.45,1.62,0.45,0.12,10.10,8.19,3.08,0.88,0.62,0.00,0.00,0.88,0.00,0.00,4.18,0.00,0.00,0.00,,0 0 0
27132246,Mathias Ross,DEN,Eyüpspor,,Turkish Super League,D (C),26,$1.1M - $9.4M,0.06,-2.08,18.00,1.00,0.08,0.03,0.00,0.06,0.00,0.04,0.03,0.24,2.54,7.0mi,0.25,0.12,5.11,0.51,1.34,1.19,0.21,15.35,2.99,1.14,0.81,0.72,0.00,0.00,0.92,0.00,0.00,3.85,0.00,0.00,0.00,,0 0 0
2000030226,Jesús Orozco Chiquete,MEX,Chivas,,Mexican First Division,D (C),25,$1.1M - $9.4M,0.07,-0.07,27.00,0.00,0.15,0.13,0.14,0.07,0.07,0.01,0.13,0.50,7.45,7.6mi,0.09,0.93,11.51,0.73,2.66,0.53,0.03,10.38,12.14,2.26,0.80,0.70,0.00,0.00,0.87,0.00,0.00,4.96,0.00,0.00,0.00,,0 0 0
86080622,Andrés Romero,VEN,Paris SG,,French Regional 1 - Paris Ile de France - Group A,M (C),24,$1.1M - $8.8M,0.11,2.77,16.00,2.00,0.08,1.25,0.17,0.11,0.24,0.44,0.39,1.35,11.23,7.8mi,0.10,1.01,11.18,0.10,1.98,0.39,0.14,21.02,7.13,2.55,0.85,0.43,0.00,0.00,0.87,0.00,0.00,3.71,0.00,0.00,0.00,,0 0 0
2000101543,Roberto Fernández,ESP,Parma,,Italian Serie A,ST (C),24,$1.1M - $5.6M,0.32,1.82,67.00,14.00,0.10,0.12,0.13,0.32,0.39,0.06,0.15,0.73,7.03,7.3mi,0.15,1.16,6.41,0.15,0.70,0.15,0.00,2.16,19.13,1.47,0.67,0.38,0.00,0.00,0.83,0.00,0.00,1.00,0.00,0.00,0.00,,0 0 0
2000050881,Gabriel López,MEX,Mazatlán,,Mexican First Division,ST (C),24,$1.1M - $2.3M,0.34,4.72,53.00,20.00,0.12,0.11,0.18,0.34,0.51,0.08,0.36,0.69,7.17,7.2mi,0.16,0.98,6.12,0.18,0.76,0.00,0.00,1.74,19.54,1.12,0.66,0.18,0.00,0.00,0.86,0.00,0.00,1.01,0.00,0.00,0.00,,0 0 0
2000110773,Andrés Salazar,COL,PTM,,Portuguese Premier League,D (L),24,$1.1M - $2.2M,0.04,0.02,27.00,6.00,0.10,0.38,0.10,0.04,0.04,0.06,0.23,0.92,9.86,8.0mi,0.10,1.18,16.66,0.84,2.29,0.65,0.04,12.64,11.80,2.90,0.83,0.66,0.00,0.00,0.85,0.00,0.00,5.88,0.00,0.00,0.00,,0 0 0
14227536,Bautista Kociubinski,ARG,Estudiantes (LP),,Argentine Premier Division,DM,26,$1M - $10.5M,0.08,-1.16,7.00,1.00,0.08,0.65,0.00,0.08,0.00,0.12,0.22,1.44,11.53,7.1mi,0.40,1.51,10.09,0.36,1.80,0.22,0.00,12.47,16.50,2.09,0.94,0.62,0.00,0.00,0.86,0.00,0.00,2.45,0.00,0.00,0.00,,0 0 0
14237116,Mateo Tanlongo,ARG,Bordeaux,ITA,Ligue 1 Uber Eats,M (C),23,$1M - $10.5M,0.03,-0.56,14.00,0.00,0.08,0.10,0.00,0.03,0.00,0.18,0.30,1.38,9.84,7.8mi,0.33,0.89,11.57,0.44,1.58,0.54,0.10,11.76,5.78,1.88,0.73,0.48,0.00,0.00,0.90,0.00,0.00,4.70,0.00,0.00,0.00,,0 0 0
2000011616,Ayrton Costa,ARG,Independiente,,Argentine Premier Division,D (L),27,$1M - $10.5M,0.01,-0.09,11.00,2.00,0.02,0.69,0.00,0.01,0.00,0.04,0.09,1.21,8.55,8.2mi,0.33,1.47,16.32,0.95,3.45,0.26,0.17,11.92,11.31,2.94,0.92,0.71,0.00,0.00,0.86,0.00,0.00,5.36,0.00,0.00,0.00,,0 0 0
29191596,Jason Knight,IRL,Bristol City,,Sky Bet Championship,M (C),26,$1M - $10.5M,0.18,1.19,44.00,1.00,0.11,0.16,0.13,0.18,0.20,0.05,0.14,0.83,10.37,8.1mi,0.21,2.05,13.64,0.34,1.94,0.00,0.02,10.15,15.53,1.31,0.73,0.19,0.00,0.00,0.88,0.00,0.00,1.89,0.00,0.00,0.00,,0 0 0
25057908,Tomáš ?van?ara,CZE,Girona,,Spanish First Division,ST (C),26,$1M - $9.4M,0.39,0.91,38.00,3.00,0.10,0.00,0.11,0.39,0.46,0.06,0.08,0.77,7.67,7.3mi,0.00,1.53,7.36,0.23,1.23,0.00,0.00,0.84,23.15,1.76,0.77,0.45,0.00,0.00,0.85,0.00,0.00,1.00,0.00,0.00,0.00,Inj,0 0 0
71112455,Valentyn Rubchynskyi,UKR,Dnipro-1,,Ukrainian Premier League,M (C),25,$1M - $5.4M,0.08,0.91,13.00,1.00,0.07,0.08,0.13,0.08,0.15,0.06,0.15,1.00,8.92,7.6mi,0.00,0.46,11.69,0.38,1.62,0.15,0.31,13.77,5.15,2.85,0.84,0.32,0.00,0.00,0.86,0.00,0.00,3.85,0.00,0.00,0.00,,0 0 0
2000010819,Isak Hansen-Aarøen,NOR,SV Werder,,Bundesliga 2,M (C),22,$1M - $5.4M,0.21,2.13,30.00,7.00,0.08,0.07,0.14,0.21,0.37,0.13,0.00,0.81,7.09,7.6mi,0.14,1.70,7.83,0.00,1.11,0.07,0.00,3.54,12.55,1.03,0.64,0.13,0.00,0.00,0.84,0.00,0.00,1.48,0.00,0.00,0.00,Wnt,0 0 0
2000109372,Will Dickson,ENG,Huddersfield,,Sky Bet League One,ST (C),22,$950K - $9.8M,0.37,1.19,77.00,21.00,0.11,0.34,0.12,0.37,0.41,0.16,0.30,0.82,7.35,7.3mi,0.25,2.09,7.31,0.37,1.38,0.07,0.00,2.42,14.73,1.04,0.65,0.27,0.00,0.00,0.82,0.00,0.00,1.16,0.00,0.00,0.00,,0 0 0
2000063146,Juan Castilla,COL,LOSC,USA,Ligue 1 Uber Eats,M (C),22,$950K - $9M,0.13,-0.42,14.00,3.00,0.14,0.15,0.12,0.13,0.11,0.17,0.42,1.30,10.53,8.1mi,0.17,1.11,11.26,0.38,1.79,0.04,0.04,11.87,14.16,2.25,0.79,0.33,0.00,0.00,0.87,0.00,0.00,3.78,0.00,0.00,0.00,nEU,0 0 0
25059363,Tomáš Vl?ek,CZE,Heidenheim,,Bundesliga,D (C),26,$950K - $4.5M,0.02,-0.33,2.00,0.00,0.08,0.13,0.00,0.02,0.00,0.02,0.00,0.39,2.84,6.9mi,0.66,0.13,4.39,0.52,2.20,0.32,0.32,12.79,2.52,1.03,0.73,0.65,0.00,0.00,0.95,0.00,0.00,4.01,0.00,0.00,0.00,,0 0 0
14219438,Lautaro Ríos,ARG,Banfield,,Argentine Premier Division,DM,26,$900K - $10.5M,0.09,0.41,19.00,0.00,0.14,0.18,0.18,0.09,0.12,0.18,0.29,1.29,10.59,7.8mi,0.33,0.23,11.35,0.29,1.64,0.53,0.18,12.17,6.50,2.28,0.76,0.45,0.00,0.00,0.90,0.00,0.00,4.15,0.00,0.00,0.00,,0 0 0
2000006184,Lenny Pirringuel,FRA,Bordeaux,,Ligue 1 Uber Eats,AM (C),23,$900K - $8.6M,0.19,-2.37,35.00,8.00,0.12,0.18,0.07,0.19,0.11,0.28,0.32,1.18,10.93,8.1mi,0.22,1.89,11.68,0.43,1.50,0.00,0.04,10.04,20.34,1.46,0.77,0.22,0.00,0.00,0.86,0.00,0.00,1.75,0.00,0.00,0.00,Wnt,0 0 0
2000023402,Alvyn Sanches,SUI,Basel,POR,Swiss Super League,AM (C),24,$900K - $8.2M,0.17,-3.03,37.00,6.00,0.12,0.58,0.06,0.17,0.08,0.18,0.36,0.99,10.58,7.8mi,0.09,1.26,11.49,0.27,1.32,0.08,0.00,12.80,12.12,1.70,0.73,0.27,0.00,0.00,0.85,0.00,0.00,2.41,0.00,0.00,0.00,,0 0 0
14187538,Facundo Garcés,ARG,Colón,,Argentine Premier Division,D (C),27,$850K - $10.5M,0.04,-0.52,4.00,0.00,0.07,0.00,0.00,0.04,0.00,0.01,0.17,0.67,3.00,6.5mi,0.00,0.17,4.50,0.92,1.33,0.67,0.33,15.08,3.25,1.33,1.00,0.74,0.00,0.00,0.81,0.00,0.00,3.08,0.00,0.00,0.00,,0 0 0
2000052520,Théo Berdayes,SUI,Sion,ESP,Swiss Super League,ST (C),24,$850K - $8M,0.29,2.48,64.00,9.00,0.09,0.09,0.13,0.29,0.41,0.13,0.32,0.81,7.82,7.0mi,0.13,0.90,6.51,0.05,0.72,0.23,0.05,2.58,17.08,0.99,0.61,0.35,0.00,0.00,0.84,0.00,0.00,1.04,0.00,0.00,0.00,,0 0 0
96159935,Mateusz ??gowski,POL,Salernitana,,Italian Serie B,DM,24,$850K - $5M,0.10,0.95,10.00,0.00,0.07,0.00,0.10,0.10,0.15,0.31,0.44,0.98,11.53,8.0mi,0.00,0.78,11.82,0.69,1.91,0.25,0.00,13.39,9.56,1.77,0.75,0.48,0.00,0.00,0.87,0.00,0.00,2.55,0.00,0.00,0.00,,0 0 0
2000091178,Kevin Mantilla,COL,Talleres,,Argentine Premier Division,D (C),23,$800K - $10M,0.08,-1.12,4.00,1.00,0.28,0.00,0.00,0.08,0.00,0.05,0.07,0.22,2.89,7.1mi,0.00,0.07,5.56,0.14,1.59,1.44,0.29,18.26,3.32,1.37,0.95,0.76,0.00,0.00,0.92,0.00,0.00,2.96,0.00,0.00,0.00,,0 0 0
91188358,Paul Nebel,GER,Hannover,IRL,Bundesliga 2,AM (C),24,$800K - $10M,0.19,-0.06,27.00,4.00,0.09,0.69,0.09,0.19,0.18,0.24,0.32,1.11,10.89,8.3mi,0.35,1.29,14.22,0.23,1.38,0.00,0.00,10.80,17.95,1.94,0.74,0.14,0.00,0.00,0.86,0.00,0.00,1.75,0.00,0.00,0.00,,0 0 0
29233252,Josh Coburn,ENG,Hull,,Sky Bet Championship,ST (C),24,$800K - $9.4M,0.43,-1.95,27.00,10.00,0.12,0.17,0.09,0.39,0.34,0.06,0.17,0.86,7.23,7.6mi,0.28,0.60,6.93,0.13,0.94,0.09,0.00,1.97,20.29,1.03,0.63,0.42,0.00,0.00,0.86,0.00,0.00,0.94,0.00,0.00,0.00,,0 0 0
93122988,Hussein Ali,IRQ,sc Heerenveen,SWE,Eredivisie,D (R),25,$800K - $8.8M,0.02,0.72,17.00,1.00,0.05,0.48,0.17,0.02,0.06,0.07,0.18,1.01,9.31,7.8mi,0.15,1.37,16.23,0.66,2.57,0.36,0.12,11.40,13.73,2.27,0.70,0.47,0.00,0.00,0.89,0.00,0.00,4.95,0.00,0.00,0.00,,0 0 0
43252462,Nadir Zortea,ITA,LOSC,,Ligue 1 Uber Eats,D (R),27,$800K - $8M,0.07,-1.26,18.00,3.00,0.10,0.41,0.00,0.07,0.00,0.15,0.10,1.09,8.28,7.9mi,0.13,1.60,16.61,0.52,2.38,0.36,0.05,9.83,14.75,1.97,0.81,0.68,0.00,0.00,0.89,0.00,0.00,5.85,0.00,0.00,0.00,,0 0 0
43390460,Rodrigo Guth,BRA,sc Heerenveen,GER,Eredivisie,D (C),26,$800K - $8M,0.07,-0.34,13.00,1.00,0.14,0.03,0.12,0.07,0.06,0.02,0.03,0.22,3.52,7.0mi,0.16,0.19,5.25,0.49,1.88,0.83,0.25,14.24,2.78,1.11,0.88,0.72,0.00,0.00,0.91,0.00,0.00,3.71,0.00,0.00,0.00,,0 0 0
2000130507,Zlatan Koš?evi?,CRO,Dinamo,,Croatian First League,ST (C),22,$800K - $5M,0.34,6.50,80.00,26.00,0.10,0.11,0.15,0.34,0.52,0.13,0.16,0.57,6.71,7.2mi,0.22,1.06,6.11,0.19,1.09,0.14,0.00,2.72,15.76,1.33,0.88,0.31,0.00,0.00,0.85,0.00,0.00,0.49,0.00,0.00,0.00,,0 0 0
28115798,Fisayo Dele-Bashiru,ENG,Hatayspor,NGA,Turkish Super League,M (C),26,$750K - $10M,0.07,1.28,31.00,2.00,0.10,0.00,0.17,0.07,0.13,0.15,0.21,1.31,10.27,7.6mi,0.00,1.01,9.72,0.42,1.39,0.08,0.04,10.82,12.04,1.73,0.63,0.41,0.00,0.00,0.85,0.00,0.00,3.17,0.00,0.00,0.00,,0 0 0
2000028404,Moisés Mosquera,COL,Cruz Azul,,Mexican First Division,D (C),25,$750K - $8.2M,0.09,-1.23,13.00,0.00,0.09,0.03,0.06,0.09,0.06,0.03,0.09,0.35,3.46,7.3mi,0.33,0.20,6.43,0.58,1.95,0.70,0.29,14.13,3.43,0.90,0.62,0.70,0.00,0.00,0.90,0.00,0.00,4.16,0.00,0.00,0.00,,0 0 0
28121567,Teden Mengi,ENG,Rotherham,ANG,Sky Bet Championship,D (C),25,$750K - $4.9M,0.05,-0.32,24.00,2.00,0.07,0.02,0.06,0.05,0.04,0.06,0.13,0.25,3.15,7.1mi,0.08,0.25,5.85,0.36,2.32,1.10,0.27,16.43,3.21,1.06,0.74,0.81,0.00,0.00,0.91,0.00,0.00,4.01,1.00,0.00,0.00,,0 0 0
2000142763,Damián Pizarro,CHI,Birmingham,,Sky Bet Championship,ST (C),22,$750K - $4.8M,0.41,1.84,80.00,9.00,0.12,0.11,0.13,0.41,0.46,0.09,0.11,0.87,7.19,7.1mi,0.14,0.62,7.25,0.11,0.68,0.11,0.00,1.81,21.69,1.41,0.76,0.38,0.00,0.00,0.86,0.00,0.00,1.03,0.00,0.00,0.00,Inj,0 0 0
